23040 0.1
6144 0.18
160 2
1 1.58693
1 1.50037
1 1.55197
1 1.58686
1 1.35652
1 2.01047
1 1.92191
1 1.7477
1 2.11712
1 1.49943
1 1.98242
1 1.57518
1 1.86181
1 1.97264
1 1.84531
1 1.89715
1 1.97607
1 2.13499
1 2.23142
1 1.91852
1 2.46824
1 2.41826
1 2.40905
1 2.30661
1 2.47522
1 2.75184
1 2.61703
1 2.4141
1 2.51037
1 2.58991
1 2.49368
1 2.62194
1 2.68186
1 2.61559
1 2.64005
1 2.64984
1 2.72086
1 2.64935
1 2.54114
1 2.6895
1 0.00721037
1 0.101718
1 0
1 0.581098
1 0.137439
1 0.671904
1 0.644501
1 3.19944
1 2.83704
1 2.15932
1 4.08594
1 4.50982
1 4.52925
1 4.77327
1 4.84337
1 4.80183
1 4.68361
1 4.95631
1 4.86129
1 4.85224
1 5
1 4.88583
4 5
1 4.98845
1 5
1 4.99434
1 4.96969
1 5
1 4.9922
1 4.99524
1 5
1 4.98489
1 4.96812
1 4.99778
1 4.99534
1 4.99909
1 5
1 2.01719
1 2.0171
1 2.02488
1 2.01101
1 1.97161
1 2.02658
1 2.02357
1 2.02285
1 2.01868
1 2.00921
1 2.01231
1 2.02222
1 2.00031
1 2.0156
1 2.00101
1 2.0309
1 2.0292
1 2.02509
1 2.00019
1 2.01944
1 1.91981
1 2.00864
1 2.00191
1 1.97611
1 1.98702
1 1.99237
1 2.00487
1 1.9673
1 2.03226
1 1.99226
1 2.00571
1 2.00215
1 1.97022
1 2.02466
1 1.97336
1 2.02702
1 2.01059
1 2.034
1 1.98678
1 2.00052
40 2
1 1.86837
1 2.00434
1 2.06662
1 1.94177
1 2.04081
1 1.85366
1 1.87918
1 2.03312
1 1.82938
1 1.91035
1 2.02329
1 1.84974
1 1.93685
1 1.92636
1 1.87296
1 1.99252
1 1.97424
1 1.95496
1 1.90269
1 2.04186
20 2.084
1 0.0604408
1 0.0855207
1 0.125037
1 1.88837
1 1.05146
1 2.81463
1 0.0563606
1 1.78747
1 1.95068
1 2.72267
1 2.69753
1 3.4479
1 2.72382
1 3.72866
1 4.50349
1 4.24824
1 5
1 4.97746
1 4.93751
1 4.95579
1 4.95175
1 4.9294
1 5
1 4.85152
2 5
1 4.96279
2 5
1 4.95378
1 4.90757
1 4.96594
1 4.97039
1 5
1 4.93097
1 5
1 4.98862
1 4.89576
1 4.99231
1 5
1 0.146572
1 0.168834
1 0.100651
1 0.249927
1 0.226151
1 1.56246
1 0.430446
1 1.11529
1 0.597031
1 1.59975
1 1.06059
1 4.90573
1 4.97748
1 4.63889
1 4.76613
1 4.96952
1 4.99976
1 4.95803
1 5
1 4.98688
1 4.82589
1 4.72841
1 4.98104
1 4.76543
2 5
1 4.87152
2 5
1 4.95617
1 4.96359
1 4.99662
1 4.83253
1 4.91429
1 4.90969
1 4.95394
1 4.89922
1 4.96108
1 4.95978
1 5
80 2
1 1.78122
1 1.8231
1 2.0455
1 1.77312
1 1.89783
1 1.99382
1 1.92372
1 1.99618
1 1.85183
1 1.97722
1 1.81765
1 1.84635
1 1.92545
1 1.94662
1 1.99079
1 1.93845
1 1.86604
1 1.71411
1 1.8538
1 2.06569
20 2.07
1 0.155681
1 0.0671151
1 0.0651172
1 0.388131
1 0.336722
1 0.359028
1 1.30453
1 0.370677
1 0.449868
1 1.66383
1 1.99352
1 4.8342
1 2.77266
1 4.85518
1 4.99268
1 4.8312
1 4.53497
1 4.94598
1 4.99162
2 5
1 4.93478
6 5
1 4.98396
2 5
1 4.94997
1 4.97755
7 5
1 3.05338
1 3.0381
1 3.11962
1 3.14573
1 2.95489
1 3.17084
1 3.27155
1 3.31477
1 3.29087
1 3.42136
1 3.3203
1 3.13568
1 3.19255
1 3.28867
1 3.41632
1 3.20618
1 3.44449
1 3.33371
1 3.42484
1 3.36359
1 1.03568
1 0.778497
1 0.93314
1 1.32778
1 1.17421
1 1.75197
1 1.49141
1 1.65946
1 1.60655
1 0.982636
1 1.79251
1 1.81958
1 1.89952
1 1.5585
1 1.83416
1 1.77411
1 1.82638
1 1.89623
1 2.14798
1 2.36859
160 2
1 0.44812
1 0.0880871
1 0.000849378
1 0
1 0.100498
1 0.0322796
1 0.953726
1 0.268529
1 0.245937
1 0.628193
1 0.648104
1 0.948722
1 0.941679
1 1.67157
1 1.34589
1 2.03296
1 1.13516
1 2.00654
1 2.07506
1 1.56093
6 5
1 4.96811
2 5
1 4.99379
1 5
1 4.93774
3 5
1 4.99664
3 5
1 4.99697
1 0.57691
1 0.0682879
1 0.114087
1 0.114254
1 1.20083
1 0.329091
1 1.33447
1 1.81425
1 0.525738
1 2.28219
1 3.03609
1 2.3149
1 3.16924
1 3.14206
1 3.47878
1 3.36482
1 3.28217
1 4.16158
1 4.2825
1 4.27651
1 5
1 4.99915
1 5
1 4.89037
2 5
1 4.99945
2 5
1 4.96682
1 5
1 4.88199
1 4.99998
1 5
1 4.99954
1 4.96124
1 5
1 4.9745
1 4.99923
1 4.99817
1 2.05318
1 2.01647
1 2.01697
1 2.02664
1 2.01219
1 2.04557
1 2.02481
1 2.01224
1 1.9736
1 2.01753
1 2.03893
1 2.02658
1 2.05376
1 2.01027
1 2.0157
1 2.0501
1 2.04873
1 1.99536
1 2.00612
1 2.04992
1 1.97671
1 2.054
1 1.98184
1 2.04229
1 1.89136
1 2.00915
1 2.054
1 1.99076
1 2.054
1 1.99461
1 2.02914
1 2.03532
1 2.03395
1 2.01604
1 1.91591
1 1.91318
1 1.94187
1 1.97496
1 2.00122
1 2.00372
40 2
1 2.02338
1 1.94452
1 1.96665
1 2.00355
1 2.01712
1 1.98366
1 1.96996
1 2.01792
1 2.02344
1 1.97786
1 1.91
1 1.98141
1 1.99908
1 1.99438
1 2.01099
1 2.02185
1 1.99354
1 1.9981
1 1.96481
1 2.0148
20 2.024
1 1.45732
1 1.57323
1 1.72071
1 1.97443
1 1.62542
1 1.61343
1 1.54799
1 1.89007
1 1.67466
1 1.79609
1 1.66623
1 1.17837
1 1.60399
1 1.50078
1 1.36865
1 1.65046
1 1.63202
1 1.73321
1 1.58707
1 1.52106
1 2.42306
1 2.45837
1 2.4536
1 2.46659
1 2.43601
1 2.39528
1 2.44407
1 2.43742
1 2.43651
1 2.41037
1 2.45588
1 2.36887
1 2.40826
1 2.35597
1 2.40688
1 2.39637
1 2.41793
1 2.45316
1 2.44352
1 2.44974
1 1.9808
1 1.83278
1 1.82748
1 1.72156
1 1.73534
1 1.86573
1 1.82514
1 1.62198
1 1.93185
1 1.91564
1 1.70977
1 1.73596
1 2.12479
1 1.81309
1 1.37268
1 1.8022
1 1.62925
1 1.90374
1 1.73015
1 1.82356
1 2.19771
1 2.28028
1 2.16686
1 2.31111
1 2.24398
1 2.26394
1 2.17961
1 2.3087
1 2.29835
1 2.31209
1 2.2659
1 2.18492
1 2.28865
1 2.28415
1 2.27357
1 2.25385
1 2.1894
1 2.26502
1 2.30775
1 2.28557
80 2
1 1.74814
1 1.85041
1 1.94748
1 2.00592
1 1.93986
1 1.89175
1 1.8745
1 1.89287
1 1.91665
1 2.01151
1 2.06116
1 1.84697
1 1.7787
1 2.06181
1 1.96055
1 1.89724
1 1.95821
1 1.87516
1 2.00487
1 1.93195
1 2.09085
1 2.09926
1 2.1
1 2.09851
1 2.1
1 2.09757
1 2.09782
1 2.1
1 2.09925
1 2.09884
1 2.1
1 2.09882
1 2.1
1 2.09764
2 2.1
1 2.0998
1 2.1
1 2.09802
1 2.09681
1 1.54997
1 1.30506
1 1.53289
1 1.78635
1 1.64764
1 1.69233
1 1.30054
